Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Refunds,Total Extra Data Charges,Customer Status
Male,34,Yes,0,10,60,No,25.69,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.2,0.0,0,0
Male,55,Yes,0,1,33,Yes,26.8,No,Yes,Month-to-Month,No,Bank Withdrawal,91.25,0.0,130,0
Female,59,Yes,0,2,54,Yes,8.83,Yes,Yes,One Year,No,Bank Withdrawal,106.55,0.0,0,1
Female,53,Yes,2,7,67,Yes,3.3,Yes,Yes,One Year,Yes,Bank Withdrawal,109.4,38.34,0,0
Female,25,Yes,0,10,25,Yes,2.34,No,Yes,Month-to-Month,Yes,Credit Card,71.05,28.08,0,0
Female,42,No,0,0,72,Yes,24.19,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.6,0.0,0,0
Male,58,No,0,0,18,Yes,38.87,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.65,0.0,30,1
Male,57,Yes,0,9,63,Yes,17.38,No,No,Two Year,No,Credit Card,19.25,0.0,0,0
Male,39,Yes,0,7,39,Yes,29.56,Yes,No,Two Year,Yes,Credit Card,23.8,0.0,0,0
Male,21,No,0,0,33,Yes,14.48,No,No,Two Year,No,Credit Card,20.35,0.0,0,0
Male,43,No,0,0,48,Yes,11.02,No,No,One Year,No,Bank Withdrawal,19.95,0.0,0,0
Female,57,No,0,0,10,Yes,17.65,Yes,Yes,Month-to-Month,No,Bank Withdrawal,86.45,0.0,0,1
Male,53,Yes,0,6,10,Yes,26.17,No,Yes,One Year,No,Credit Card,49.55,0.0,0,0
Male,49,Yes,0,8,45,Yes,22.8,Yes,Yes,Month-to-Month,Yes,Credit Card,84.55,0.0,0,0
Male,33,No,0,0,28,Yes,30.48,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.7,0.0,80,1
Female,51,No,0,0,64,Yes,44.31,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.1,0.0,0,0
Female,51,No,0,0,48,Yes,33.91,No,Yes,One Year,Yes,Credit Card,60.35,0.0,0,1
Female,27,Yes,0,3,68,Yes,3.41,Yes,Yes,Two Year,No,Credit Card,90.2,0.0,0,0
Female,45,No,0,0,6,Yes,27.69,Yes,Yes,Month-to-Month,Yes,Credit Card,73.85,0.0,0,0
Male,40,No,0,0,29,Yes,49.52,No,No,One Year,No,Credit Card,19.1,0.0,0,0
Male,64,Yes,2,8,39,Yes,20.49,Yes,No,Two Year,No,Credit Card,25.2,0.0,0,0
Male,78,No,0,0,20,Yes,25.51,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.35,0.0,10,0
Male,47,No,0,0,3,Yes,40.79,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.15,0.0,10,1
Female,30,No,0,0,52,Yes,9.37,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.45,0.0,0,0
Male,42,Yes,0,4,71,Yes,6.19,Yes,Yes,Two Year,Yes,Bank Withdrawal,116.25,0.0,0,0
Female,57,No,0,0,41,Yes,38.21,No,Yes,One Year,Yes,Bank Withdrawal,79.85,0.0,0,0
Male,52,Yes,1,3,69,No,25.69,No,Yes,Two Year,No,Credit Card,39.1,0.0,0,0
Female,44,Yes,1,3,68,Yes,24.94,Yes,Yes,Two Year,Yes,Credit Card,84.4,0.0,0,0
Male,68,No,0,0,20,Yes,22.31,No,Yes,One Year,No,Credit Card,54.0,0.0,0,0
Male,65,Yes,0,2,7,Yes,34.66,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.95,0.0,0,1
Male,22,No,0,0,35,Yes,42.02,No,No,One Year,No,Bank Withdrawal,20.6,0.0,0,0
Male,61,Yes,0,8,17,Yes,14.69,No,No,One Year,No,Bank Withdrawal,19.9,0.0,0,0
Female,61,Yes,0,4,7,Yes,31.43,No,Yes,Month-to-Month,Yes,Credit Card,44.25,0.0,0,0
Female,39,No,0,0,62,Yes,36.84,Yes,Yes,One Year,Yes,Credit Card,115.05,0.0,0,0
Female,42,No,0,0,44,Yes,13.45,No,No,Two Year,No,Mailed Check,19.9,0.0,0,0
Male,41,No,0,0,39,No,25.69,No,Yes,One Year,No,Credit Card,35.55,0.0,0,0
Female,46,Yes,0,1,12,No,25.69,No,Yes,Month-to-Month,No,Mailed Check,29.2,0.0,0,1
Female,40,Yes,1,4,72,Yes,44.03,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.2,0.0,0,0
Male,28,Yes,1,9,47,Yes,6.51,No,No,One Year,No,Credit Card,20.05,0.0,0,0
Female,55,Yes,0,8,15,Yes,24.12,No,Yes,Month-to-Month,No,Bank Withdrawal,101.75,0.0,0,0
Male,76,Yes,0,4,54,No,25.69,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.95,0.0,0,0
Female,32,Yes,0,4,69,Yes,46.87,No,Yes,One Year,Yes,Credit Card,95.65,0.0,0,0
Male,36,No,0,0,72,No,25.69,No,Yes,Two Year,Yes,Bank Withdrawal,65.6,0.0,0,0
Female,40,No,0,0,21,Yes,22.29,No,No,Two Year,Yes,Credit Card,20.85,1.31,0,0
Female,27,No,0,0,46,Yes,30.6,No,Yes,One Year,Yes,Credit Card,95.65,0.0,0,0
Male,72,Yes,0,2,34,Yes,12.98,No,Yes,Two Year,No,Credit Card,71.55,0.0,0,0
Male,62,Yes,0,1,31,Yes,2.12,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.8,0.0,50,1
Male,29,Yes,1,4,72,Yes,41.94,Yes,Yes,Two Year,Yes,Credit Card,107.7,0.0,0,0
Female,28,No,0,0,37,Yes,26.49,No,No,Two Year,No,Credit Card,19.85,0.0,0,0
Male,31,Yes,1,7,60,Yes,21.98,No,No,Two Year,No,Credit Card,19.65,0.0,0,0
Male,73,Yes,0,2,44,No,25.69,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.35,0.0,0,1
Male,66,No,0,0,62,Yes,47.8,Yes,Yes,One Year,Yes,Bank Withdrawal,110.75,0.0,0,0
Female,72,No,0,0,25,Yes,36.36,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-1.0,23.33,0,1
Male,63,Yes,2,10,42,Yes,34.33,No,No,Two Year,No,Mailed Check,19.35,0.0,0,0
Male,21,No,0,0,25,Yes,4.94,No,Yes,Two Year,No,Bank Withdrawal,99.3,0.0,0,0
Female,33,Yes,4,1,18,Yes,18.47,No,Yes,Month-to-Month,No,Credit Card,55.95,0.0,0,0
Female,46,No,0,0,9,Yes,29.7,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,83.3,0.0,0,1
Male,40,No,0,0,68,Yes,20.29,Yes,Yes,One Year,No,Credit Card,76.75,0.0,0,0
Male,40,No,1,0,1,Yes,26.85,No,Yes,Month-to-Month,Yes,Credit Card,84.6,0.0,0,1
Female,42,No,0,0,47,Yes,35.97,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.4,0.0,0,1
Male,26,No,0,0,12,Yes,41.11,No,No,Month-to-Month,No,Mailed Check,20.45,0.0,0,0
Female,56,No,0,0,2,Yes,29.04,No,Yes,Month-to-Month,Yes,Mailed Check,79.65,0.0,0,1
Male,26,Yes,0,1,15,Yes,39.84,No,No,Month-to-Month,Yes,Credit Card,19.45,0.0,0,0
Female,41,No,0,0,1,Yes,46.09,No,Yes,Month-to-Month,No,Bank Withdrawal,78.65,0.0,0,1
Male,22,No,0,0,51,Yes,44.77,Yes,Yes,One Year,Yes,Bank Withdrawal,94.8,0.0,0,1
Male,19,Yes,3,8,63,Yes,24.5,Yes,No,Two Year,No,Credit Card,25.25,0.0,0,0
Male,42,Yes,3,1,32,Yes,43.37,No,Yes,One Year,No,Credit Card,94.8,0.0,40,0
Female,49,No,0,0,29,Yes,27.75,Yes,Yes,Month-to-Month,Yes,Credit Card,98.6,0.0,0,1
Female,45,Yes,0,2,41,Yes,9.85,No,Yes,One Year,Yes,Bank Withdrawal,104.45,0.0,0,0
Female,40,No,3,0,50,Yes,18.95,No,No,Two Year,No,Credit Card,20.15,0.0,0,0
Female,23,Yes,0,7,56,Yes,21.21,Yes,No,One Year,No,Bank Withdrawal,24.3,0.0,0,0
Female,35,Yes,2,3,57,Yes,42.18,No,Yes,One Year,Yes,Bank Withdrawal,95.0,0.0,0,0
Female,28,No,2,0,22,Yes,43.97,No,No,Month-to-Month,Yes,Bank Withdrawal,20.55,0.0,0,0
Male,48,Yes,1,9,36,Yes,34.79,Yes,No,Two Year,No,Credit Card,25.1,0.0,0,0
Female,49,Yes,2,8,22,Yes,45.35,No,No,One Year,No,Bank Withdrawal,20.75,0.0,0,0
Female,26,Yes,0,9,70,Yes,23.52,No,No,Two Year,No,Bank Withdrawal,19.45,14.49,0,0
Female,25,No,0,0,14,Yes,39.22,No,Yes,Month-to-Month,No,Bank Withdrawal,50.45,0.0,140,0
Male,32,No,0,0,18,Yes,1.42,No,No,One Year,No,Credit Card,19.65,0.0,0,0
Female,37,No,0,0,23,Yes,35.03,Yes,Yes,One Year,Yes,Credit Card,73.75,0.0,0,0
Female,75,Yes,0,1,7,Yes,21.43,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.55,0.0,0,1
Male,29,Yes,0,1,71,Yes,33.83,Yes,Yes,Two Year,Yes,Bank Withdrawal,116.1,0.0,130,0
Female,38,Yes,3,5,4,Yes,42.71,No,Yes,Month-to-Month,No,Credit Card,56.5,0.0,0,1
Male,67,No,0,0,64,Yes,10.07,Yes,Yes,One Year,No,Bank Withdrawal,102.1,0.0,0,0
Female,61,No,0,0,35,Yes,2.15,No,Yes,Month-to-Month,Yes,Bank Withdrawal,62.1,0.0,0,0
Male,63,No,2,0,11,Yes,47.12,Yes,Yes,Month-to-Month,Yes,Mailed Check,78.0,0.0,0,0
Male,23,No,0,0,27,Yes,8.86,Yes,Yes,One Year,Yes,Bank Withdrawal,100.5,0.0,70,0
Male,29,Yes,0,5,64,Yes,40.18,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.25,23.67,0,0
Female,58,No,0,0,71,Yes,17.9,Yes,Yes,Two Year,Yes,Bank Withdrawal,118.65,0.0,0,0
Female,79,Yes,0,1,34,Yes,25.84,Yes,Yes,Month-to-Month,Yes,Credit Card,79.6,0.0,0,1
Female,46,No,0,0,69,Yes,13.91,Yes,Yes,Two Year,Yes,Credit Card,66.9,0.0,0,0
Female,63,No,0,0,9,Yes,29.87,No,Yes,Month-to-Month,No,Bank Withdrawal,69.05,0.0,0,0
Male,40,Yes,0,1,1,No,25.69,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.35,0.0,0,1
Male,25,No,0,0,21,Yes,39.85,No,Yes,Month-to-Month,No,Credit Card,61.65,0.0,0,0
Female,63,No,1,0,13,Yes,27.04,No,Yes,Month-to-Month,Yes,Bank Withdrawal,56.0,0.0,0,0
Male,54,No,0,0,7,Yes,21.12,No,Yes,Month-to-Month,No,Bank Withdrawal,69.15,0.0,0,0
Female,62,No,0,0,3,No,25.69,No,Yes,Month-to-Month,No,Bank Withdrawal,25.25,0.0,0,1
Male,78,No,0,0,57,Yes,28.44,No,Yes,One Year,Yes,Bank Withdrawal,53.5,0.0,0,0
Female,68,No,0,0,11,Yes,3.96,No,Yes,Month-to-Month,No,Bank Withdrawal,89.7,0.0,0,1
Female,48,Yes,3,1,19,Yes,31.85,No,No,Two Year,No,Credit Card,20.15,2.97,0,0
Female,70,Yes,0,7,72,Yes,18.15,Yes,Yes,One Year,Yes,Credit Card,105.75,0.0,80,0
Male,63,Yes,0,3,45,Yes,30.8,No,Yes,Two Year,Yes,Credit Card,84.35,0.0,0,0
Female,70,Yes,0,3,60,No,25.69,No,Yes,Two Year,Yes,Credit Card,49.45,0.0,40,0
Male,53,No,0,0,42,Yes,9.46,Yes,Yes,Month-to-Month,No,Bank Withdrawal,79.9,23.47,0,0
Female,26,No,2,0,48,No,25.69,No,Yes,Month-to-Month,No,Credit Card,45.55,0.0,0,0
Female,63,No,0,0,55,Yes,27.0,No,Yes,Two Year,Yes,Mailed Check,64.75,0.0,0,0
Female,58,No,0,0,1,Yes,32.13,No,Yes,Month-to-Month,No,Bank Withdrawal,79.55,0.0,10,1
Female,42,No,0,0,6,Yes,43.8,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,0.0,0,1
Male,59,No,0,0,9,Yes,49.74,No,No,Month-to-Month,Yes,Credit Card,18.95,0.0,0,1
Female,45,No,0,0,9,No,25.69,No,Yes,Month-to-Month,No,Bank Withdrawal,40.75,0.0,20,0
Male,73,No,0,0,5,Yes,18.69,No,Yes,Month-to-Month,No,Bank Withdrawal,50.35,0.0,0,1
Female,42,Yes,0,1,43,Yes,38.53,No,Yes,Two Year,Yes,Bank Withdrawal,78.8,24.9,0,0
Male,26,No,0,0,7,Yes,45.13,Yes,No,Month-to-Month,Yes,Bank Withdrawal,25.05,0.0,0,0
Male,22,Yes,1,1,71,Yes,33.69,No,Yes,Two Year,No,Credit Card,100.2,0.0,0,0
Female,68,Yes,0,2,32,Yes,2.17,Yes,Yes,Two Year,No,Mailed Check,79.3,0.0,0,0
Female,31,No,0,0,8,Yes,11.46,No,No,Two Year,No,Credit Card,20.85,0.0,0,0
Male,21,Yes,0,10,72,Yes,14.19,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.2,0.0,0,0
Female,57,No,0,0,12,Yes,42.58,Yes,Yes,One Year,No,Credit Card,74.05,48.61,0,1
Female,62,No,0,0,51,Yes,7.54,Yes,Yes,One Year,No,Bank Withdrawal,107.45,14.76,0,0
Male,27,No,0,0,39,No,25.69,No,Yes,Month-to-Month,Yes,Credit Card,48.95,0.0,0,1
Male,59,No,0,0,26,Yes,39.63,No,Yes,One Year,No,Bank Withdrawal,75.5,0.0,0,0
Male,49,No,0,0,35,Yes,17.92,No,No,Month-to-Month,No,Bank Withdrawal,20.75,0.0,0,0
Male,20,No,2,0,27,Yes,30.36,No,No,Month-to-Month,No,Credit Card,19.15,0.0,0,0
Male,48,No,0,0,3,Yes,35.64,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.35,0.0,0,1
Male,26,No,0,0,18,Yes,28.59,Yes,Yes,Month-to-Month,Yes,Credit Card,90.7,0.0,0,1
Male,23,No,0,0,26,Yes,38.04,Yes,Yes,One Year,No,Bank Withdrawal,61.55,0.0,0,0
Female,68,Yes,0,8,65,Yes,15.3,Yes,Yes,One Year,Yes,Credit Card,109.4,0.0,0,0
Male,35,No,0,0,41,Yes,41.85,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.2,2.21,0,0
Male,25,No,0,0,67,Yes,33.88,Yes,Yes,Two Year,No,Credit Card,116.2,0.0,0,1
Male,53,Yes,3,1,22,Yes,11.39,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.75,0.0,0,0
Female,39,Yes,2,5,64,Yes,26.7,No,Yes,One Year,No,Mailed Check,65.8,27.79,20,0
Male,71,Yes,0,0,27,No,25.69,No,Yes,Month-to-Month,No,Credit Card,30.75,0.0,140,1
Female,48,No,0,0,3,Yes,9.95,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.6,0.0,0,1
Female,69,No,0,0,1,Yes,22.56,Yes,Yes,Month-to-Month,No,Credit Card,50.55,0.0,0,1
Female,77,Yes,0,2,65,Yes,38.32,No,Yes,One Year,No,Bank Withdrawal,94.4,0.0,0,0
Female,37,No,0,0,24,Yes,35.56,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,0.0,0,0
Female,52,No,0,0,51,No,25.69,No,Yes,One Year,Yes,Credit Card,56.4,0.0,0,0
Male,67,Yes,0,1,13,Yes,31.7,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,48.09,0,1
Female,22,Yes,0,3,61,Yes,46.27,No,No,Month-to-Month,Yes,Credit Card,19.4,0.0,0,1
Male,24,Yes,0,2,72,Yes,39.61,Yes,Yes,Two Year,No,Bank Withdrawal,78.85,0.0,0,0
Female,23,Yes,0,7,69,Yes,22.08,Yes,No,One Year,Yes,Bank Withdrawal,26.3,0.0,0,0
Male,37,Yes,2,1,44,Yes,34.94,No,No,One Year,No,Bank Withdrawal,20.6,0.0,0,0
Female,35,No,0,0,70,Yes,31.33,Yes,No,One Year,No,Credit Card,26.05,0.0,0,0
Female,42,Yes,3,1,40,Yes,3.01,No,No,Two Year,No,Bank Withdrawal,20.15,0.0,0,0
Male,21,Yes,0,10,61,Yes,28.8,Yes,Yes,Two Year,No,Credit Card,75.35,0.0,0,0
Male,25,Yes,0,5,23,Yes,3.67,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.95,26.55,140,0
Female,20,Yes,0,5,72,Yes,23.7,Yes,Yes,Two Year,Yes,Credit Card,110.15,0.0,0,0
Male,51,Yes,0,2,62,Yes,43.2,No,Yes,Two Year,No,Bank Withdrawal,86.1,0.0,0,0
Male,44,Yes,3,10,50,No,25.69,No,Yes,Month-to-Month,Yes,Credit Card,39.45,0.0,0,0
Male,66,Yes,0,2,64,Yes,20.19,Yes,Yes,Two Year,No,Bank Withdrawal,102.1,0.0,0,0
Male,50,No,0,0,47,Yes,47.73,Yes,Yes,Month-to-Month,No,Credit Card,100.75,0.0,0,0
Female,56,No,0,0,54,Yes,46.74,Yes,Yes,Month-to-Month,No,Bank Withdrawal,111.1,0.0,50,1
Female,64,Yes,1,8,47,Yes,37.35,No,No,Two Year,No,Credit Card,20.25,0.0,0,0
Male,29,No,0,0,58,Yes,49.02,No,No,Two Year,No,Credit Card,20.8,0.0,0,0
Male,23,Yes,1,0,34,Yes,5.39,Yes,Yes,One Year,No,Bank Withdrawal,77.2,0.0,0,0
Female,63,No,0,0,60,Yes,39.41,Yes,No,Two Year,No,Mailed Check,25.0,0.0,0,0
Female,51,Yes,3,2,12,Yes,7.97,No,Yes,Month-to-Month,Yes,Credit Card,58.35,0.0,0,0
Male,70,Yes,0,1,68,Yes,47.17,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.3,0.0,0,1
Male,30,Yes,0,4,64,Yes,25.74,No,Yes,Two Year,No,Mailed Check,69.25,0.0,0,0
Male,49,No,0,0,22,Yes,22.97,Yes,No,Month-to-Month,Yes,Credit Card,24.85,21.32,0,0
Female,54,No,0,0,11,Yes,9.52,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,0.0,0,0
Female,64,No,0,0,15,Yes,32.07,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.15,0.0,0,0
Female,61,No,0,0,5,Yes,20.2,No,Yes,Month-to-Month,Yes,Credit Card,81.0,0.0,10,1
Male,39,Yes,0,4,14,Yes,21.34,No,Yes,Month-to-Month,No,Bank Withdrawal,48.8,0.0,0,0
Female,40,No,0,0,23,Yes,48.63,Yes,Yes,Month-to-Month,No,Bank Withdrawal,54.4,0.0,0,0
Female,58,Yes,0,1,50,Yes,29.43,Yes,Yes,One Year,No,Bank Withdrawal,108.55,0.0,0,1
Female,29,Yes,0,1,17,Yes,47.76,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.45,0.0,0,1
Male,35,No,0,0,59,Yes,49.48,Yes,Yes,Two Year,No,Credit Card,54.15,0.0,0,0
Female,60,No,0,0,15,Yes,40.66,Yes,Yes,Month-to-Month,Yes,Mailed Check,55.7,0.0,0,1
Male,36,Yes,0,7,61,Yes,27.88,Yes,Yes,One Year,Yes,Bank Withdrawal,79.8,0.0,70,0
Female,27,Yes,2,10,10,Yes,18.57,Yes,No,Two Year,No,Credit Card,26.1,0.0,0,0
Female,46,No,0,0,69,Yes,25.73,No,Yes,Two Year,Yes,Credit Card,82.45,15.38,0,0
Female,65,No,0,0,35,Yes,16.91,No,Yes,Month-to-Month,No,Bank Withdrawal,70.55,0.0,0,0
Female,27,Yes,0,6,48,Yes,49.88,No,Yes,One Year,Yes,Bank Withdrawal,65.65,0.0,0,0
Male,22,Yes,3,8,72,Yes,2.73,Yes,Yes,Two Year,No,Credit Card,81.0,0.0,0,0
Male,19,Yes,0,4,62,Yes,30.51,Yes,Yes,One Year,No,Bank Withdrawal,96.1,0.0,0,0
Male,26,No,0,0,40,Yes,34.49,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.1,0.0,0,0
Male,36,No,0,0,1,Yes,10.41,No,Yes,Month-to-Month,Yes,Mailed Check,45.7,0.0,0,1
Male,69,Yes,0,6,16,Yes,48.41,Yes,Yes,Two Year,Yes,Credit Card,85.05,0.0,0,0
Female,22,No,0,0,1,Yes,31.03,Yes,Yes,Month-to-Month,Yes,Credit Card,85.45,0.0,0,1
Male,60,Yes,3,1,72,Yes,32.47,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.0,0.0,0,0
Male,39,Yes,0,1,44,Yes,17.61,No,Yes,One Year,Yes,Bank Withdrawal,-9.0,0.0,0,0
Female,36,No,0,0,59,Yes,30.44,No,Yes,Two Year,No,Bank Withdrawal,95.8,0.0,0,0
Female,65,No,0,0,18,Yes,1.27,Yes,Yes,Month-to-Month,Yes,Credit Card,103.6,0.0,10,0
Female,40,No,0,0,23,Yes,14.45,Yes,Yes,Month-to-Month,Yes,Credit Card,98.7,0.0,0,0
Male,75,Yes,0,1,7,Yes,13.63,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,0.0,0,1
Male,51,No,0,0,51,Yes,27.3,No,Yes,One Year,No,Credit Card,86.35,0.0,0,0
Male,28,Yes,1,3,64,Yes,14.93,No,No,Two Year,Yes,Bank Withdrawal,19.7,0.0,0,0
Male,41,Yes,0,10,69,Yes,48.37,No,Yes,Two Year,Yes,Credit Card,84.7,0.0,0,0
Male,44,No,0,0,1,No,25.69,No,Yes,Month-to-Month,Yes,Mailed Check,24.45,0.0,0,1
Female,33,Yes,3,1,35,Yes,26.09,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.9,34.47,150,0
Male,54,Yes,3,3,26,Yes,24.17,No,Yes,One Year,No,Bank Withdrawal,78.95,0.0,0,0
Female,34,Yes,0,10,26,No,25.69,No,Yes,One Year,No,Bank Withdrawal,47.85,0.0,80,0
Female,35,Yes,0,1,49,Yes,26.37,Yes,Yes,One Year,No,Mailed Check,100.45,0.0,0,1
Female,38,Yes,0,7,68,Yes,47.95,No,Yes,Two Year,Yes,Bank Withdrawal,79.6,0.0,0,0
Male,41,No,0,0,44,Yes,1.7,No,Yes,Month-to-Month,No,Credit Card,68.85,0.0,0,0
Female,46,No,0,0,29,Yes,2.76,No,No,Month-to-Month,No,Credit Card,19.35,0.0,0,0
Female,29,Yes,3,7,24,Yes,27.37,No,Yes,Month-to-Month,No,Bank Withdrawal,55.15,0.0,0,0
Female,47,Yes,1,1,14,Yes,31.7,Yes,No,Month-to-Month,No,Credit Card,25.55,0.0,0,0
Male,57,No,0,0,56,Yes,21.61,No,Yes,One Year,No,Credit Card,52.7,0.0,0,0
Female,43,No,0,0,6,Yes,29.09,No,No,Two Year,No,Credit Card,19.65,0.0,0,0
Male,50,No,0,0,6,Yes,22.95,No,Yes,Two Year,Yes,Credit Card,80.25,0.0,0,0
Female,61,Yes,0,1,71,Yes,48.01,Yes,No,Two Year,No,Bank Withdrawal,25.0,0.0,0,0
Male,20,Yes,2,0,43,Yes,22.83,Yes,Yes,One Year,Yes,Credit Card,104.3,0.0,0,0
Female,41,Yes,0,1,41,Yes,5.01,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,113.6,0.0,0,1
Female,34,No,0,0,15,Yes,31.68,No,Yes,Month-to-Month,No,Bank Withdrawal,48.85,0.0,0,0
Female,23,No,0,0,22,Yes,19.2,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.15,0.0,60,0
Female,75,Yes,0,10,44,Yes,20.83,Yes,Yes,Two Year,No,Bank Withdrawal,104.15,0.0,0,0
Male,21,No,0,0,12,Yes,18.52,Yes,Yes,Month-to-Month,No,Bank Withdrawal,74.75,0.0,0,0
Female,41,Yes,0,0,52,Yes,8.25,No,No,One Year,No,Credit Card,19.6,46.07,0,0
Male,62,Yes,0,1,17,Yes,12.06,Yes,Yes,Month-to-Month,No,Credit Card,90.2,0.0,0,1
Female,42,Yes,3,1,41,Yes,45.26,Yes,Yes,Month-to-Month,No,Credit Card,79.9,0.0,0,1
Female,35,No,0,0,10,Yes,37.36,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,0.0,0,1
Female,47,Yes,0,1,26,Yes,15.37,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.8,0.0,0,1
Female,48,Yes,3,1,53,Yes,43.71,No,No,Two Year,No,Credit Card,20.9,0.0,0,0
Female,70,No,0,0,1,Yes,22.92,No,No,Month-to-Month,Yes,Bank Withdrawal,19.45,0.0,0,1
Female,45,No,2,0,50,Yes,36.11,No,Yes,Two Year,No,Credit Card,70.35,0.0,0,0
Male,19,Yes,3,1,24,Yes,1.14,Yes,No,Two Year,Yes,Bank Withdrawal,24.1,0.0,0,0
Female,26,Yes,2,6,38,Yes,2.86,No,No,Month-to-Month,No,Credit Card,20.45,0.0,0,0
Male,27,Yes,0,1,14,Yes,21.3,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.15,38.48,0,1
Female,69,Yes,0,1,24,Yes,13.38,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,0.0,0,1
Male,65,No,0,0,19,Yes,32.77,No,Yes,Month-to-Month,Yes,Credit Card,95.9,0.0,0,1
Female,34,Yes,5,1,7,Yes,8.69,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.15,0.0,0,1
Female,25,Yes,0,4,42,Yes,9.84,Yes,Yes,Two Year,No,Credit Card,84.35,0.0,0,0
Female,38,Yes,0,1,63,Yes,49.08,Yes,Yes,One Year,Yes,Credit Card,79.7,0.0,30,0
Male,20,Yes,0,10,56,No,25.69,No,Yes,One Year,Yes,Bank Withdrawal,54.05,0.0,40,0
Male,28,Yes,0,1,13,No,25.69,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.45,0.0,0,1
Male,42,No,0,0,37,Yes,13.04,Yes,Yes,One Year,No,Bank Withdrawal,67.45,0.0,0,0
Female,70,No,0,0,18,Yes,25.7,No,Yes,Two Year,Yes,Bank Withdrawal,84.95,4.76,70,0
Male,42,No,0,0,44,Yes,34.98,No,Yes,One Year,No,Bank Withdrawal,65.4,0.0,0,0
Female,57,No,0,0,7,Yes,23.35,No,Yes,Month-to-Month,Yes,Credit Card,70.75,0.0,0,1
Female,56,Yes,2,10,69,Yes,39.07,Yes,Yes,Two Year,No,Credit Card,61.4,0.0,0,0
Female,67,Yes,0,5,55,Yes,33.21,No,Yes,Two Year,No,Credit Card,88.8,0.0,0,0
Female,80,No,0,0,14,Yes,29.96,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.85,0.0,0,1
Female,49,No,0,0,1,Yes,18.34,No,Yes,Month-to-Month,No,Bank Withdrawal,94.4,0.0,0,1
Male,30,Yes,3,10,47,Yes,11.74,Yes,Yes,Two Year,Yes,Mailed Check,90.5,0.0,0,0
Male,64,Yes,0,9,72,Yes,16.58,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.25,0.0,0,0
Female,39,No,0,0,1,No,25.69,No,Yes,Month-to-Month,No,Bank Withdrawal,24.6,0.0,0,1
Male,40,No,0,0,16,Yes,40.17,No,No,Two Year,No,Mailed Check,19.75,0.0,0,0
Female,23,Yes,2,0,65,Yes,4.75,Yes,Yes,Two Year,Yes,Bank Withdrawal,82.5,0.0,40,0
Male,45,No,0,0,18,Yes,12.97,Yes,No,One Year,No,Credit Card,23.75,0.0,0,0
Female,65,No,0,0,4,Yes,36.93,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.85,0.0,0,1
